Placa;Renavam;Status;Nome Empresa;Nome Consórcio;Número Célula;Número Ordem;Cor;Tipo Veículo;Tipo Cadastro;Padrão Veículo;Tipo Pneu;Padrão Serviço;Número Chassi;Ano Chassi;Modelo Chassi;Modelo Carroceria;Ano Carroceria;Potência Motor;Localização Motor;Tipo Câmbio;Tipo Suspensão;Largura Porta Dianteira Esquerda;Largura Porta Dianteira Direita;Largura Porta Central Esquerda;Largura Porta Central Direita;Largura Porta Traseira Esquerda;Largura Porta Traseira Direita;Quantidade Assentos;Peso Veiculo;Capacidade Tanque1;Capacidade Tanque2;Largura Antes Roleta;Largura Apos Roleta;Comprimento Antes Roleta;Comprimento Apos Roleta;Largura Area Deficientes;Comprimento Area Deficientes;Quantidade Portas Esquerda;Quantidade Portas Direita;Quantidade de Elevador;Quantidade de Wifi;Quantidade de Ar condicionado;Quantidade de TV;Quantidade de GPS;Quantidade de Câmera;Quantidade de Validadores;Quantidade de Roleta eletronica;Quantidade de Suporte de bicicleta
HHG7255;00378465805;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87051;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB812188;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQE4867;00545667437;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39074;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB908892;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HHG6762;00378423118;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87059;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB812198;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;110;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HNX7829;00460435051;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25446;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB845697;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;85;55;120;840;80;145;0;3;1;0;0;0;0;0;0;1;0
OQE4875;05456668921;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39075;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB910133;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HNX7811;00460434837;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25447;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847875;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;100;65;160;730;80;140;0;3;1;0;0;0;0;0;0;1;0
OQE5047;00545669782;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39076;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB910139;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HNS4542;00459960156;Em vistoria;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25448;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847860;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;115;;110;;110;38;17000;300;;80;56;120;830;80;132;0;3;1;0;0;0;0;0;0;1;0
HHG7367;00378516264;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87060;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB812185;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;;90;;95;;95;39;17000;300;;80;65;130;820;80;120;0;3;1;0;0;0;0;4;1;1;0
HNS4571;00459960113;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25450;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847646;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;80;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQE4996;00545672759;Aprovado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39077;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB910163;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQE4991;00545673321;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39078;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB910174;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQE4978;05456673933;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39079;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB910274;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HNS4573;00459960008;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25451;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847848;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;0;1;0
HNS4574;00459959913;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25452;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847888;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;80;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQE4967;00545674522;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39080;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB910293;2013;Mbb of1722m;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HNX7835;00460434756;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25453;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB846260;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;100;65;160;730;80;140;0;3;1;0;0;0;0;0;0;1;0
HNX7823;00460434659;Em vistoria;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25454;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB846283;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;100;65;160;730;80;140;0;3;1;0;0;0;0;4;1;1;0
HEH6671;00203831225;Baixado;RIT: 5 - Célula: 1 - ALCINO GONÇALVES COTTA LTDA;LINHA VERDE;1;89017;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB695835;2010;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;110;0;0;0;110;41;16000;300;;65;822;100;60;80;120;0;2;1;0;0;0;0;4;1;1;0
HOH5393;00462324877;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25455;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB846271;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;65;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HOH5391;00462323099;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25456;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB846294;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;;60;65;100;822;80;120;0;3;1;0;0;0;0;0;0;1;0
HEH6810;00250817055;Baixado;RIT: 5 - Célula: 1 - ALCINO GONÇALVES COTTA LTDA;LINHA VERDE;1;89018;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9532L82W5AR048876;2010;Volkswagen 17.230eod;Induscar apache u;2010;225;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;90;60;145;720;90;130;0;3;1;0;0;0;0;4;1;1;0
OQE4895;00545662311;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39072;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB908798;2013;Mbb of1721 euro v;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HHG6802;00378449028;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87057;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB812197;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HHG6963;00378500589;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87058;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB811817;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
NYE3455;00466254490;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25465;Verde;Pesado;Metropolitano;Padron;;Comercial;9BM384063CB844295;2011;Mbb of1730;Induscar apache u;2012;260;Dianteiro;Manual;Molas;;95;;0;;110;46;18100;300;;60;63;155;760;85;125;0;2;1;0;1;0;0;4;1;1;0
GXH9314;00772584419;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29245;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRF82W42R202690;2001;Volkswagen 17.210od;Marcopolo torino u;2002;206;Dianteiro;Manual;Molas;;60;;0;;100;41;17000;150;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
HEH6811;00251865541;Baixado;RIT: 5 - Célula: 1 - ALCINO GONÇALVES COTTA LTDA;LINHA VERDE;1;89019;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM688277AB707240;2010;Volkswagen 17.230eod;Induscar apache u;2010;225;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;90;60;145;720;90;130;0;3;1;0;0;0;0;4;1;1;0
GVQ1502;00824895550;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25467;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM3840733B351540;2003;Mbb of1721 euro v;Marcopolo torino u;2003;211;Dianteiro;Manual;Molas;;100;;90;;100;37;17000;300;;100;60;200;750;80;90;0;3;1;0;0;0;0;0;0;1;0
OQG9469;00549590722;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39082;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067DB902532;2013;Mbb of1519 euro v;Neobus spectrum city;2013;185;Dianteiro;Manual;Molas;;70;;0;;100;37;15000;250;;100;60;90;750;80;120;0;2;1;0;0;0;0;3;1;1;0
HHG7375;00378445898;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87064;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB811413;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQG9466;00549591397;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39083;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067DB906423;2013;Mbb of1519 euro v;Neobus spectrum city;2013;185;Dianteiro;Manual;Molas;;100;;0;;100;37;15000;250;;65;65;100;690;75;120;0;2;1;0;0;0;0;3;1;1;0
GXH9316;00772586640;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29246;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRF82W82R202580;2001;Volkswagen 17.210od;Marcopolo torino u;2002;206;Dianteiro;Manual;Molas;;60;;;;100;41;17000;150;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
OQG9464;00549591982;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39084;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067DB907095;2013;Mbb of1519 euro v;Neobus spectrum city;2013;185;Dianteiro;Manual;Molas;;70;;0;;100;37;15000;250;;100;65;90;750;80;120;0;2;1;0;0;0;0;0;0;1;0
OQI4841;00551666676;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39085;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067DB902517;2013;Mbb of1418;Neobus spectrum;2013;187;Dianteiro;Manual;Molas;;100;;0;;100;37;15000;250;;65;65;100;690;75;120;0;2;1;0;0;0;0;4;1;1;0
GXH9315;00772585474;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29247;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRF82W42R202611;2001;Volkswagen 17.210od;Marcopolo torino u;2002;206;Dianteiro;Manual;Molas;;60;;0;;100;41;16000;275;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
HHG7318;00378533592;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87066;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB811904;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;;95;;95;;95;39;17000;300;;95;65;100;760;80;120;0;3;1;0;0;0;0;0;0;1;0
HBG2044;00826380158;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39218;Vermelho;Microonibus;Metropolitano;Mini;;Comercial;9BM6882764B367678;2004;Mbb lo915;Neobus thunder;2004;150;Dianteiro;Manual;Molas;;75;;0;;0;31;8500;300;;70;50;80;450;0;0;0;1;0;0;0;0;0;0;0;1;0
GVJ2742;00853673551;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25583;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B422733;2005;Mbb of1722m;Busscar urbanus;2005;218;Dianteiro;Manual;Molas;;70;;0;;110;42;17000;300;;65;65;130;720;97;90;0;2;0;0;0;0;0;0;0;1;0
LOV0689;00810401681;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29249;Laranja;Microonibus;Metropolitano;Mini;;Comercial;9BM6882763B345721;2003;Mbb lo914;Marcopolo senior r;2003;136;Dianteiro;Manual;Molas;;75;;0;;70;26;8500;150;;0;50;0;410;0;0;0;2;1;0;0;0;0;0;0;1;0
HHG7383;00378518658;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87067;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB812200;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;0;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
GVJ2749;00853677093;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25584;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B422899;2005;Mbb of1722m;Busscar urbanus;2005;218;Dianteiro;Manual;Molas;;70;;0;;110;42;17000;300;;65;65;150;700;90;100;0;2;0;0;0;0;0;0;0;1;0
LOV0678;00810400332;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29251;Laranja;Microonibus;Metropolitano;Mini;;Comercial;9BM6882763B345658;2003;Mbb lo914;Marcopolo senior r;2003;136;Dianteiro;Manual;Molas;;75;;0;;70;26;8500;150;;0;50;0;410;0;0;0;2;1;0;0;0;0;0;0;1;0
HHG7109;00378453700;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87068;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB811401;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQD3852;00542024845;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29252;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067DB891900;2013;Mbb of1519 euro v;Induscar apache u;2013;185;Dianteiro;Manual;Molas;;82;;0;;110;35;15000;300;;96;64;40;650;85;123;0;2;1;0;0;0;0;0;0;1;0
GVJ2766;00853773505;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25585;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B423231;2005;Mbb of1722m;Busscar urbanus;2005;218;Dianteiro;Manual;Molas;;70;;0;;110;42;17000;300;;65;65;150;700;90;100;0;2;0;0;0;0;0;0;0;0;0
NYE3460;00466255187;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25464;Verde;Pesado;Metropolitano;Padron;;Comercial;9BM384063CB844834;2011;Mbb of1730;Induscar apache u;2012;260;Dianteiro;Manual;Molas;;95;;0;;110;46;18100;300;;60;63;155;760;85;125;0;2;1;0;0;0;0;0;0;1;0
HHG6841;00378436368;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87063;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB812202;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
OQG9459;00549589481;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39081;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067DB902691;2013;Mbb of1519 euro v;Neobus spectrum city;2013;185;Dianteiro;Manual;Molas;;100;;0;;100;37;15000;250;;65;65;100;690;75;120;0;2;1;0;0;0;0;4;1;1;0
HHG7607;00379133580;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87070;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB811435;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HDI1760;00892406640;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25587;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B490827;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;;70;;;;110;44;17000;300;;100;60;90;860;80;100;0;2;0;0;0;0;0;3;1;1;0
HHG7611;00379117479;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87071;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB811809;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HBG2043;00826379826;Baixado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39219;Vermelho;Microonibus;Metropolitano;Mini;;Comercial;9BM6882764B367688;2004;Mbb lo915;Neobus thunder;2004;150;Dianteiro;Manual;Molas;;75;;0;;0;31;8500;300;;70;50;80;450;0;0;0;1;0;0;0;0;0;0;0;1;0
GXH9194;00742730239;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29303;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWY2TJB6YRY07652;2000;Volkswagen 16.210;Marcopolo torino u;2000;206;Dianteiro;Manual;Molas;;60;;0;;80;41;16000;300;;80;680;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
HDI1766;00892490896;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25588;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B490151;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;0;92;0;0;0;100;44;17200;300;0;90;60;100;850;80;100;0;2;0;0;0;0;0;4;1;1;0
HBG5149;00838671527;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87072;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BM3840734B387737;2004;Mbb of1722m;Marcopolo torino u;2004;211;Dianteiro;Manual;Molas;;90;;0;;100;73;17000;300;;65;65;180;700;80;100;0;2;0;0;0;0;0;0;0;1;0
GXH9197;00742737411;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29304;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWY2TJB5YRY07674;2000;Volkswagen 16.210;Marcopolo torino u;2000;206;Dianteiro;Manual;Molas;;60;;0;;80;41;16000;300;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
HGJ1009;00929869770;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90460;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840787B528711;2007;Mbb of1722m;Marcopolo torino u;2007;218;Dianteiro;Manual;Molas;;76;;;;97;41;17000;300;;80;65;100;822;80;120;0;2;1;0;0;0;0;3;1;1;0
HNP3367;00459305999;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87075;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847460;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
GXH9190;00742729699;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29305;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWY2TJB9YRY07483;2000;Volkswagen 16.210;Marcopolo torino u;2000;206;Dianteiro;Manual;Molas;;60;;0;;80;41;16000;300;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
GXH9560;00844978990;Baixado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29419;Vermelho;Microonibus;Metropolitano;Mini;;Comercial;9BWDD52R84R434091;2004;Volkswagen 9.150od;Marcopolo senior r;2004;145;Dianteiro;Manual;Molas;;70;;0;;0;30;8150;150;;70;50;80;410;0;0;0;1;0;0;0;0;0;0;0;1;0
HNP3363;00459311778;Aprovado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87076;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847065;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;110;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HGJ1011;00929878647;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90461;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840787B521683;2007;Mbb of1722m;Marcopolo torino u;2007;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;42;17000;300;;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HNP3361;00459319787;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87077;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB847440;2011;Mbb of1722m;Marcopolo torino u;2012;218;Dianteiro;Manual;Molas;00;95;00;95;00;95;39;17000;300;;65;60;110;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HGJ1032;00932600026;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90469;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840787B542057;2007;Mbb of1722m;Marcopolo torino u;2007;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;42;17000;300;;60;65;100;822;80;120;0;3;0;0;0;0;0;4;1;1;0
GVE9256;00848876199;Baixado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25592;Vermelho;Microonibus;Metropolitano;Mini;;Comercial;9BM6882765B413618;2005;Mbb lo915;Comil pia;2005;150;Dianteiro;Manual;Molas;;115;;0;;0;30;8500;250;;;;;590;0;0;0;1;0;0;0;0;0;0;0;0;0
